date,pizza,burger,sushi,pasta,salad,steak,tacos,sandwich,noodles,omelette,burrito,risotto,dumplings,ravioli,lasagna,paella,curry,falafel,quiche,wrap,gyros,shawarma,bruschetta,calzone,fajitas,enchiladas,gnocchi,meatballs,wings,pancakes,waffles,crepes,donuts,tiramisu,cheesecake,brownie,bread,apple,banana,orange,grape,strawberry,blueberry,pineapple,kiwi,mango,pear,bread,milk,eggs,butter,cheese,yogurt,chicken,beef,pork,fish,rice,pasta,vegetables,fruits,cereal,sugar,salt,pepper,olive oil,vinegar,total,hour,is_holiday
2024-11-01 11:00:00,28,12,11,14,19,23,11,16,33,10,12,42,19,26,27,29,57,6,16,37,43,45,19,13,8,6,54,17,19,11,3,5,41,27,29,22,10,70,10,24,14,40,17,21,11,36,5,37,49,18,24,33,3,26,8,4,53,32,55,6,25,4,56,31,42,14,24,1612,11,0
2024-11-01 12:00:00,29,12,11,13,19,24,11,19,31,9,14,28,21,24,28,30,58,6,13,39,39,50,21,15,10,8,47,19,20,10,3,5,56,26,29,22,11,73,11,24,15,42,19,23,11,35,7,42,49,20,27,38,3,28,8,5,55,35,52,6,25,5,60,36,48,16,26,1674,12,0
2024-11-01 13:00:00,31,12,10,12,24,25,13,19,33,8,18,19,22,20,30,26,55,6,12,41,37,54,21,14,10,9,38,23,23,11,4,5,57,27,34,25,11,78,11,25,17,50,22,25,11,34,9,42,51,23,29,41,4,30,9,5,59,36,45,6,25,6,70,40,56,17,28,1743,13,0
2024-11-01 14:00:00,35,12,11,12,25,27,16,22,37,7,21,20,25,20,35,24,57,7,12,46,41,59,22,16,11,12,38,29,28,11,4,6,58,29,40,26,13,79,11,26,19,50,22,26,11,36,9,48,51,23,31,46,4,35,10,6,62,41,45,7,26,7,73,44,56,19,29,1866,14,0
2024-11-01 15:00:00,48,14,15,13,31,33,21,26,45,7,24,22,30,22,37,22,64,7,15,48,48,71,29,17,13,16,43,34,33,10,4,7,57,28,46,26,13,83,11,29,21,57,26,30,11,36,9,51,56,24,31,48,4,41,11,7,70,42,50,7,25,7,75,46,59,19,31,2056,15,0
2024-11-01 16:00:00,59,16,18,15,35,36,27,31,54,9,29,29,38,26,41,26,74,9,20,52,62,74,30,21,17,19,54,40,39,10,5,8,54,29,45,26,15,85,11,30,21,55,24,30,11,41,9,58,55,25,37,53,4,45,13,8,77,47,57,7,25,7,77,51,66,21,35,2277,16,0
2024-11-01 17:00:00,60,18,20,16,39,41,30,30,54,10,27,37,40,31,47,30,82,9,23,52,64,81,35,21,20,22,56,43,41,9,5,8,53,31,50,30,16,84,11,31,24,60,24,32,11,41,10,59,58,24,35,60,4,50,14,8,81,49,62,8,25,7,78,53,70,20,37,2411,17,0
2024-11-01 18:00:00,60,18,18,15,35,44,30,27,51,10,27,32,39,31,44,28,77,8,17,51,51,80,30,23,18,21,54,41,41,9,5,6,48,26,51,27,14,81,11,30,22,60,25,32,12,42,9,55,53,23,36,54,4,49,13,8,76,47,58,7,23,8,76,53,68,20,34,2296,18,0
2024-11-01 19:00:00,61,17,17,14,35,45,29,28,53,8,28,26,42,30,49,27,69,8,13,54,45,78,29,24,18,21,48,43,44,8,5,6,50,26,53,28,15,86,11,31,25,57,26,36,13,45,8,58,55,25,37,60,4,52,15,8,79,51,56,7,23,8,80,52,74,20,35,2331,19,0
2024-11-01 20:00:00,69,17,17,14,39,52,31,29,58,7,26,20,46,28,51,24,69,7,12,56,44,80,28,26,18,23,44,54,52,11,5,6,51,25,62,27,16,91,12,34,24,68,28,38,13,45,8,61,57,26,40,68,5,56,16,10,84,55,53,8,24,8,81,56,75,22,42,2452,20,0
2024-11-01 21:00:00,90,18,19,15,46,64,38,32,68,6,34,18,53,31,63,23,70,8,11,60,40,88,31,31,20,27,45,61,68,10,6,5,56,22,72,27,19,96,13,33,26,73,32,39,13,48,8,71,61,29,42,75,5,70,18,12,89,62,59,7,24,9,86,60,81,25,43,2704,21,0
2024-11-01 22:00:00,100,19,23,15,49,74,41,32,82,6,34,16,58,29,61,22,75,8,10,60,43,100,26,31,20,29,44,66,80,11,6,5,59,19,79,28,19,94,14,32,29,79,36,43,13,44,8,74,64,30,46,84,5,75,20,13,91,67,58,8,24,10,89,62,88,27,45,2851,22,0
2024-11-01 23:00:00,92,18,23,15,51,84,43,32,87,6,43,15,59,30,59,21,84,7,10,62,39,99,27,30,21,28,43,65,84,10,6,5,62,18,84,28,20,100,14,31,31,100,32,49,12,39,8,77,67,34,50,84,5,74,20,15,89,72,59,8,26,9,96,63,92,28,46,2940,23,0
2024-11-02 00:00:00,76,17,21,13,47,70,42,32,75,6,34,13,54,24,54,18,86,7,8,70,30,92,23,27,18,26,34,57,73,10,7,6,66,15,75,24,19,92,13,29,32,86,33,50,10,31,9,73,69,31,49,76,5,67,18,12,88,66,49,9,29,11,92,62,87,26,46,2719,0,1
2024-11-02 01:00:00,60,14,16,11,42,56,38,30,66,6,29,10,49,21,44,14,74,5,8,55,23,76,21,17,15,24,28,48,67,9,7,5,83,15,71,24,18,87,13,27,31,87,32,50,11,29,8,68,74,31,44,68,5,57,16,10,90,62,43,9,28,11,96,63,77,27,46,2499,1,1
2024-11-02 02:00:00,44,13,12,10,41,45,35,27,54,6,25,8,40,15,38,14,71,5,13,56,18,64,16,15,10,18,22,43,63,8,5,3,55,13,61,20,17,86,13,26,29,85,33,50,11,29,7,63,73,30,43,65,5,51,15,9,86,57,37,9,28,10,88,60,75,26,44,2266,2,1
2024-11-02 03:00:00,38,11,10,8,34,38,28,22,49,6,21,7,33,14,34,11,67,4,11,52,16,49,13,9,7,14,17,36,48,7,4,3,48,11,50,17,14,84,12,23,24,76,27,46,11,27,7,53,72,27,38,55,4,43,13,8,83,57,30,8,30,8,86,57,65,23,40,1998,3,1
2024-11-02 04:00:00,28,9,7,7,31,30,20,20,46,6,16,6,27,9,26,10,64,3,10,45,14,47,12,8,5,11,15,28,39,7,3,2,42,11,43,15,12,77,12,22,20,66,24,37,10,25,6,45,64,22,33,46,4,36,11,7,77,55,28,8,31,8,76,51,56,21,36,1748,4,1
2024-11-02 05:00:00,26,8,7,7,26,26,16,15,39,5,13,9,27,10,21,9,58,4,9,39,18,41,11,7,4,7,16,21,30,8,3,2,30,13,33,13,10,69,10,20,19,62,21,34,11,28,5,38,61,17,27,38,3,30,9,6,71,50,26,8,31,6,66,44,52,19,33,1555,5,1
2024-11-02 06:00:00,24,7,6,8,22,21,12,15,37,6,11,13,25,12,20,14,56,3,10,34,22,38,14,7,6,6,23,17,22,13,2,3,22,17,31,13,9,66,9,21,16,49,18,29,12,31,5,34,56,16,25,32,3,30,8,5,66,47,30,7,29,5,58,37,42,16,28,1451,6,1
2024-11-02 07:00:00,31,7,6,9,22,22,9,14,33,7,10,20,24,15,24,18,61,4,14,34,30,37,17,8,7,6,36,16,20,19,2,6,22,26,33,16,9,67,9,23,14,45,19,24,16,37,5,32,52,17,24,31,3,28,8,5,61,45,37,7,28,4,55,36,42,16,26,1510,7,1
2024-11-02 08:00:00,23,8,7,11,18,21,7,14,35,9,9,26,21,19,25,22,64,4,18,35,41,35,27,8,7,6,46,12,17,19,3,6,26,34,33,21,9,65,10,25,14,42,18,23,16,42,4,35,54,17,24,30,3,25,8,5,59,39,41,6,29,4,52,34,41,17,24,1552,8,1
2024-11-02 09:00:00,24,9,9,12,16,22,7,14,31,9,9,33,21,20,27,26,64,5,20,33,43,41,22,7,8,6,54,14,16,16,3,6,31,37,33,24,9,69,9,26,13,41,17,22,16,41,4,34,48,17,25,29,3,26,8,4,56,36,47,6,26,4,49,32,39,16,24,1568,9,1
2024-11-02 10:00:00,26,10,11,14,18,23,8,15,34,10,9,39,23,25,30,32,69,6,24,37,51,47,23,8,9,6,61,16,17,15,3,6,37,36,35,24,9,71,10,26,14,42,19,23,13,42,5,36,51,19,25,32,3,26,9,5,57,34,53,6,28,4,49,31,40,16,25,1680,10,1
2024-11-02 11:00:00,29,12,13,15,20,28,10,17,34,12,11,43,33,29,34,34,68,6,24,36,53,51,28,9,11,7,60,19,19,15,4,6,46,33,36,25,11,68,11,24,15,41,21,24,12,39,5,42,51,21,27,36,3,28,10,6,58,37,59,6,28,4,52,35,42,18,28,1792,11,1
2024-11-02 12:00:00,30,13,12,15,23,29,12,20,36,12,14,33,30,29,41,37,67,8,22,42,52,61,27,11,13,9,56,27,22,20,6,6,63,33,38,26,13,76,12,25,16,41,26,26,14,39,5,50,54,25,28,42,4,32,11,6,61,41,58,6,29,5,60,38,48,19,31,1936,12,1
2024-11-02 13:00:00,30,12,11,14,26,31,13,21,38,11,16,24,31,27,42,33,70,7,23,44,46,61,29,12,13,11,45,34,25,21,7,7,77,34,45,31,14,76,13,25,18,47,26,27,13,39,6,54,56,29,34,49,4,38,12,7,65,45,54,7,29,6,68,40,56,23,34,2036,13,1
2024-11-02 14:00:00,34,13,12,13,28,34,17,22,42,10,21,22,36,27,47,27,69,7,21,44,48,64,31,13,13,14,45,39,29,21,7,8,81,33,48,28,16,80,14,26,19,54,27,30,13,41,6,59,58,33,34,54,4,42,13,8,69,43,51,7,31,6,73,46,60,22,39,2146,14,1
2024-11-02 15:00:00,44,14,14,14,32,38,21,25,45,11,24,25,41,27,57,27,71,8,21,47,62,69,33,16,15,17,52,45,37,20,7,8,75,31,53,29,16,81,14,27,20,57,27,31,12,41,6,62,57,33,38,59,4,46,14,8,70,45,55,7,28,7,71,47,61,23,39,2281,15,1
2024-11-02 16:00:00,58,16,18,17,35,44,27,28,51,10,27,34,47,32,56,30,93,8,24,52,78,78,41,19,19,21,64,47,42,16,7,9,65,33,53,31,17,82,13,29,21,57,27,35,13,42,7,65,60,31,38,66,5,49,15,9,71,49,67,7,28,7,66,48,69,23,39,2485,16,1
2024-11-02 17:00:00,64,18,20,17,39,54,30,30,59,11,27,41,49,34,64,34,92,9,26,55,73,83,40,21,23,25,69,50,44,13,6,9,63,29,60,31,17,85,13,30,24,62,30,34,12,46,7,66,58,29,41,67,5,56,17,10,78,54,66,7,27,7,77,53,79,24,43,2636,17,1
2024-11-02 18:00:00,65,19,19,16,39,54,32,29,61,11,28,44,51,36,65,32,89,9,21,53,71,88,38,22,23,25,70,54,51,12,6,7,58,28,67,31,18,85,13,30,25,65,29,38,13,45,7,69,60,29,42,69,5,57,18,10,79,56,63,7,26,7,75,54,79,26,44,2667,18,1
2024-11-02 19:00:00,66,19,19,15,41,57,33,30,62,9,27,32,50,36,82,31,77,9,17,56,64,84,35,23,22,26,55,59,54,11,6,7,58,29,76,33,18,90,14,31,27,70,31,40,14,48,7,70,61,29,46,74,5,62,19,11,81,57,60,8,28,8,79,55,86,25,42,2706,19,1
2024-11-02 20:00:00,71,18,19,15,45,64,37,30,65,7,30,21,56,34,76,28,74,8,14,59,62,93,30,27,21,28,53,67,64,12,7,7,56,27,79,30,20,92,14,33,26,80,31,44,14,48,8,75,61,30,46,80,5,69,19,13,83,70,59,7,26,8,85,58,87,27,44,2796,20,1
2024-11-02 21:00:00,83,19,21,17,49,77,38,31,80,7,28,20,60,38,80,26,75,9,15,60,65,95,29,25,23,30,54,71,75,13,7,7,62,24,89,36,21,95,15,33,31,82,33,45,14,51,9,81,66,31,50,87,5,78,21,15,87,86,66,8,25,9,88,64,95,30,52,3011,21,1
2024-11-02 22:00:00,94,19,23,17,52,86,42,32,98,7,35,19,70,34,79,26,82,9,12,68,60,100,28,32,23,32,52,76,92,12,7,6,66,21,94,31,22,95,16,31,31,84,36,48,12,51,9,85,70,33,52,94,6,81,22,15,93,92,66,9,26,9,93,66,96,31,54,3164,22,1
2024-11-02 23:00:00,92,20,24,16,54,88,42,33,100,7,35,17,72,34,72,21,81,9,11,63,60,99,30,32,26,33,48,68,100,16,7,6,66,18,100,32,23,97,16,31,30,93,36,52,13,42,8,88,71,34,55,89,5,83,22,15,98,97,63,9,28,10,97,68,97,33,51,3186,23,1
2024-11-03 00:00:00,77,18,22,14,52,74,43,31,94,7,33,15,64,30,64,20,100,8,10,63,54,94,25,25,20,31,41,62,95,11,7,5,67,17,97,31,21,92,15,29,30,96,39,55,11,35,9,82,71,34,55,86,6,77,21,14,100,95,55,9,28,11,100,74,97,31,50,3049,0,1
2024-11-03 01:00:00,63,15,17,12,44,63,41,27,79,6,28,11,51,23,55,16,89,7,9,61,47,79,19,19,14,22,32,50,85,11,7,5,60,15,78,27,19,90,14,28,32,89,36,45,11,33,9,74,77,32,48,76,5,62,18,12,97,89,46,9,30,10,92,73,84,28,47,2702,1,1
2024-11-03 02:00:00,46,13,13,10,41,49,34,23,72,6,25,9,40,18,42,12,86,5,7,58,36,63,16,16,9,19,25,42,64,9,6,3,55,14,66,23,17,89,15,25,28,87,32,45,11,29,8,65,76,30,45,66,5,52,16,10,94,74,40,9,31,10,91,74,74,26,46,2395,2,1
2024-11-03 03:00:00,37,11,10,9,36,40,29,21,59,6,21,8,36,14,37,12,78,4,7,52,33,59,12,10,8,15,20,34,51,8,5,3,45,13,52,19,16,83,13,23,26,75,30,45,10,28,7,60,74,27,41,58,5,47,14,9,92,75,35,9,32,9,92,74,71,25,43,2162,3,1
2024-11-03 04:00:00,31,10,8,8,32,33,23,18,57,6,16,7,31,11,28,11,71,4,6,46,34,47,12,8,5,11,16,30,43,8,4,3,40,11,42,15,13,75,12,23,23,74,25,45,11,28,7,49,70,24,35,47,4,42,12,8,82,63,31,9,32,8,83,60,58,24,35,1898,4,1
2024-11-03 05:00:00,25,9,7,7,30,29,17,16,47,6,14,9,28,11,29,10,66,4,6,42,30,45,10,7,5,9,18,26,33,8,3,2,30,12,34,13,11,72,11,20,19,61,23,36,10,29,6,43,66,22,31,41,4,36,10,7,83,57,29,8,32,6,74,50,55,21,36,1706,5,1
