date,pizza,burger,sushi,pasta,salad,steak,tacos,sandwich,noodles,omelette,burrito,risotto,dumplings,ravioli,lasagna,paella,curry,falafel,quiche,wrap,gyros,shawarma,bruschetta,calzone,fajitas,enchiladas,gnocchi,meatballs,wings,pancakes,waffles,crepes,donuts,tiramisu,cheesecake,brownie,bread,apple,banana,orange,grape,strawberry,blueberry,pineapple,kiwi,mango,pear,bread,milk,eggs,butter,cheese,yogurt,chicken,beef,pork,fish,rice,pasta,vegetables,fruits,cereal,sugar,salt,pepper,olive oil,vinegar,total,hour,is_holiday
2024-11-08 16:00:00,48,13,15,14,35,37,24,31,48,9,25,29,34,23,43,24,61,7,16,42,58,72,29,15,17,18,54,39,32,9,5,5,54,29,42,24,15,83,11,31,21,58,24,29,17,42,10,59,55,25,33,57,4,46,12,7,72,43,53,7,24,7,69,50,57,17,32,2150,16,0
2024-11-08 17:00:00,56,15,17,14,38,41,30,38,54,10,28,31,40,27,45,27,65,7,19,43,62,75,29,17,20,22,57,41,34,8,5,5,48,27,46,27,16,83,12,31,24,63,26,35,16,43,10,63,56,25,35,62,5,51,14,7,75,48,56,6,22,6,72,50,62,21,35,2298,17,0
2024-11-08 18:00:00,55,17,17,14,41,45,31,33,54,10,29,35,40,29,47,28,67,7,16,44,61,79,32,17,20,21,55,42,37,8,5,5,48,30,50,28,17,84,12,31,27,64,25,37,15,45,11,66,60,26,36,65,5,51,14,8,77,49,57,7,22,7,67,52,68,21,34,2357,18,0
2024-11-08 19:00:00,53,16,16,13,38,44,32,32,55,9,29,25,42,30,45,26,64,6,12,45,50,76,27,18,18,19,44,43,39,8,5,5,45,27,53,30,17,87,12,33,26,70,28,42,14,46,11,64,56,26,36,66,5,53,14,8,74,48,51,7,21,7,72,53,63,20,36,2305,19,0
2024-11-08 20:00:00,54,15,15,13,38,47,31,30,53,6,28,17,42,26,49,22,55,6,10,47,41,72,23,17,17,23,40,45,41,9,5,5,47,25,56,28,17,87,13,32,28,73,28,40,14,51,9,66,58,25,39,69,5,59,15,9,77,47,51,7,22,8,73,53,67,22,34,2296,20,0
2024-11-08 21:00:00,73,16,16,13,44,58,36,32,63,7,29,16,49,27,57,24,61,6,10,49,39,79,23,24,19,25,41,57,51,10,5,5,52,22,66,29,19,92,13,33,29,78,30,46,14,52,9,73,64,28,44,78,5,65,17,11,79,54,53,7,22,8,80,54,76,22,39,2527,21,0
2024-11-08 22:00:00,93,18,21,15,51,74,41,34,73,6,36,17,58,29,64,22,68,6,9,52,42,90,29,25,20,28,45,78,67,10,6,4,55,20,80,30,20,94,14,34,30,88,32,50,14,48,10,79,66,30,47,86,5,84,21,13,88,65,58,8,24,8,84,61,79,26,44,2826,22,0
2024-11-08 23:00:00,100,18,23,15,55,86,46,37,93,6,39,16,67,30,70,20,74,7,9,53,46,100,27,29,23,36,43,74,85,10,6,4,61,19,81,30,23,93,15,31,32,91,38,52,13,42,9,88,74,33,53,96,6,85,22,15,96,70,58,9,26,8,89,62,86,28,49,3030,23,0
2024-11-09 00:00:00,84,17,22,14,53,83,47,37,92,6,41,15,62,30,64,17,76,7,8,52,36,96,22,29,20,35,39,66,100,9,6,4,60,19,88,29,21,92,15,30,32,96,37,56,13,36,9,82,71,32,54,92,6,81,21,14,95,73,54,8,27,9,93,61,86,29,46,2956,0,1
2024-11-09 01:00:00,66,14,18,11,48,72,45,34,79,7,35,12,54,24,57,17,91,5,7,47,31,80,20,18,16,27,31,54,85,9,6,4,60,18,80,25,20,89,15,27,34,92,39,54,14,31,8,78,74,30,51,83,5,68,19,12,93,72,44,9,27,10,90,57,79,27,47,2705,1,1
2024-11-09 02:00:00,50,13,15,10,44,59,40,31,68,6,29,10,47,17,45,15,100,5,6,48,26,71,17,16,11,21,25,49,76,8,5,3,57,17,67,24,18,84,14,26,30,93,34,53,13,31,8,70,74,30,48,74,5,56,17,11,92,73,39,8,29,10,87,60,76,26,44,2484,2,1
2024-11-09 03:00:00,39,11,11,9,43,47,34,27,56,6,25,9,40,17,37,14,79,4,6,46,21,62,17,12,9,16,23,41,62,8,5,3,50,16,60,20,18,85,14,26,29,92,32,54,11,30,8,69,76,29,46,66,5,54,15,10,90,69,34,9,28,10,90,58,69,25,42,2278,3,1
2024-11-09 04:00:00,34,10,9,8,41,42,27,24,54,6,22,8,35,14,35,13,63,3,5,44,20,52,16,10,8,13,20,37,48,8,4,2,45,16,52,17,15,79,12,25,26,86,32,53,11,30,7,60,72,28,39,62,5,50,14,9,87,68,30,9,30,8,82,56,62,24,37,2073,4,1
2024-11-09 05:00:00,26,9,7,7,33,34,19,21,45,6,16,9,29,12,25,13,56,3,5,38,21,49,12,7,5,10,19,27,35,8,3,2,35,15,45,15,13,73,11,23,23,71,25,46,11,32,6,50,69,23,34,51,4,39,11,7,78,60,29,9,29,7,73,48,55,21,36,1788,5,1
2024-11-09 06:00:00,27,8,6,8,28,28,15,17,43,7,14,13,31,15,23,15,52,3,7,33,28,42,16,7,6,7,25,21,27,13,3,3,27,19,35,14,11,71,10,24,19,61,22,44,13,35,5,41,65,20,30,39,4,34,9,5,72,50,31,7,29,6,64,42,47,19,32,1647,6,1
2024-11-09 07:00:00,25,7,6,9,23,26,11,16,38,7,11,20,27,16,25,20,51,4,10,31,37,42,18,6,7,7,36,18,20,17,3,5,21,26,36,18,9,66,10,27,17,57,20,31,14,40,5,36,58,18,26,36,3,31,9,5,64,44,36,7,28,4,56,39,43,18,27,1584,7,1
2024-11-09 08:00:00,23,8,7,11,21,24,9,16,36,9,10,24,25,19,26,23,53,4,13,30,44,44,18,7,8,7,45,17,17,19,3,5,21,34,36,21,9,68,10,27,15,46,19,30,18,47,5,35,54,17,26,33,3,30,9,5,60,40,43,7,28,5,52,33,37,17,25,1590,8,1
2024-11-09 09:00:00,24,9,9,12,19,24,9,16,35,9,11,30,23,22,24,27,56,4,15,29,46,41,21,7,9,6,55,14,15,17,2,5,25,39,38,23,9,71,10,28,14,46,18,28,21,45,5,35,54,18,26,32,3,28,9,5,59,37,48,7,29,4,48,32,36,16,27,1618,9,1
2024-11-09 10:00:00,25,10,11,14,19,26,10,16,35,10,10,44,22,23,29,32,59,5,19,28,56,46,24,9,10,7,61,16,16,14,2,5,32,39,36,25,10,70,10,28,15,41,18,27,21,46,5,37,53,19,26,33,3,28,9,5,59,39,56,6,28,4,50,32,37,16,27,1703,10,1
2024-11-09 11:00:00,33,12,12,16,19,28,11,19,36,12,11,50,25,30,32,36,59,5,17,29,57,48,26,12,12,7,71,18,17,12,3,5,36,37,35,25,11,70,11,25,15,44,20,26,21,47,5,43,55,19,27,37,3,30,9,5,57,36,62,6,28,4,51,32,38,17,27,1794,11,1
2024-11-09 12:00:00,28,12,11,14,23,31,11,21,36,12,13,33,27,27,33,35,55,6,14,34,55,56,27,13,12,8,62,24,20,14,5,5,51,40,37,27,12,73,12,26,16,42,24,29,23,45,5,48,55,22,29,42,4,33,10,6,57,38,57,6,28,5,54,34,44,18,30,1859,12,1
2024-11-09 13:00:00,27,11,10,13,24,30,13,22,38,10,16,24,29,24,40,30,56,6,14,35,54,58,27,12,12,10,48,31,21,19,6,6,67,36,42,27,15,72,13,27,18,50,27,30,23,43,6,56,56,27,32,48,4,36,12,7,62,41,51,6,28,5,66,39,45,18,32,1943,13,1
2024-11-09 14:00:00,29,12,11,13,28,33,16,24,41,10,19,24,31,25,43,27,54,5,15,37,50,59,25,12,13,14,46,37,24,20,7,7,76,36,44,29,16,76,14,26,19,54,30,32,23,44,6,62,60,31,36,54,5,40,13,8,65,41,50,7,28,6,62,41,52,21,35,2053,14,1
2024-11-09 15:00:00,38,13,12,13,31,38,22,25,46,11,24,26,40,27,53,27,59,6,18,40,54,65,33,12,16,17,51,43,29,20,7,8,79,35,50,30,17,80,13,27,21,57,33,32,23,44,6,66,60,32,37,59,5,47,14,8,68,43,51,7,27,7,67,45,57,22,38,2231,15,1
2024-11-09 16:00:00,50,14,16,16,36,48,27,34,53,12,28,33,44,31,59,32,69,7,20,44,65,70,37,17,20,22,56,52,35,17,7,9,72,37,56,31,18,82,14,29,25,61,32,36,22,48,6,71,63,33,41,65,5,55,17,10,73,48,61,7,28,7,69,48,61,23,41,2475,16,1
2024-11-09 17:00:00,61,16,18,16,45,53,33,37,59,11,29,40,53,35,58,37,74,7,20,49,66,79,38,20,23,24,67,54,40,14,7,8,63,35,62,32,19,87,13,30,25,66,31,39,18,50,7,74,64,32,42,72,5,61,18,10,78,53,62,7,28,7,68,50,68,23,43,2633,17,1
2024-11-09 18:00:00,63,18,19,16,44,60,35,39,66,12,32,38,53,36,64,36,70,7,16,49,60,81,37,22,24,27,68,52,44,12,6,7,58,35,63,31,19,86,14,31,27,74,32,40,17,50,7,75,66,32,45,78,5,64,19,11,81,52,63,7,25,7,70,52,75,26,45,2695,18,1
2024-11-09 19:00:00,61,18,18,15,45,62,35,37,66,10,29,30,55,38,70,31,62,7,12,48,53,80,32,21,24,26,55,57,46,11,6,7,56,30,73,33,20,88,14,33,27,75,33,45,16,52,8,77,63,31,47,75,5,64,19,12,80,54,58,7,26,7,74,52,78,26,46,2671,19,1
2024-11-09 20:00:00,63,17,17,14,46,62,36,38,67,8,27,22,55,34,69,28,55,6,10,49,44,77,28,22,19,28,48,61,51,11,6,6,57,29,76,37,20,93,15,33,28,79,34,45,15,55,8,79,64,31,49,79,5,66,20,12,84,58,55,6,25,7,78,54,82,26,47,2675,20,1
2024-11-09 21:00:00,76,18,17,15,49,74,38,38,74,7,32,19,65,32,83,26,55,6,10,53,41,86,32,23,20,30,49,74,62,12,6,6,58,25,87,34,22,95,15,31,31,81,35,48,14,55,8,86,66,31,51,91,6,79,22,14,86,61,57,8,24,8,82,58,85,27,48,2857,21,1
2024-11-09 22:00:00,94,18,22,17,58,92,44,40,91,6,35,19,74,36,85,23,60,7,10,54,40,92,29,30,24,35,51,80,80,12,6,5,58,22,92,29,23,97,15,32,31,92,36,53,13,52,9,90,70,33,58,98,6,92,24,18,91,72,65,9,25,9,88,62,89,28,51,3101,22,1
2024-11-09 23:00:00,94,18,23,16,61,98,47,41,100,7,39,19,75,34,87,23,62,7,9,53,44,95,27,31,24,36,52,87,89,11,6,5,63,21,97,32,24,98,17,30,34,95,37,56,14,48,9,94,74,36,62,98,6,92,24,18,99,76,64,9,27,9,90,69,95,33,52,3222,23,1
2024-11-10 00:00:00,82,17,21,14,59,94,47,39,93,7,36,17,71,32,74,20,62,7,8,53,35,96,25,28,22,35,46,72,87,10,6,5,63,20,100,31,23,94,17,30,32,99,39,55,14,40,9,90,76,35,59,92,6,86,23,16,95,73,57,9,28,9,100,65,86,32,49,3072,0,1
2024-11-10 01:00:00,66,15,19,12,54,82,45,36,82,7,31,13,60,27,61,17,59,6,7,54,31,79,22,21,16,27,38,62,80,10,7,5,59,18,94,31,22,91,15,26,32,100,42,62,14,33,9,84,77,36,57,84,6,76,19,14,100,70,48,9,29,9,96,72,89,31,47,2852,1,1
2024-11-10 02:00:00,55,13,14,10,46,65,38,32,71,6,28,10,51,22,49,15,57,4,6,49,23,74,17,17,10,22,30,49,70,9,5,3,57,16,79,27,21,88,15,27,31,94,40,54,13,30,8,82,81,31,52,74,6,63,17,12,97,67,40,9,29,10,94,70,81,30,43,2558,2,1
2024-11-10 03:00:00,38,11,11,9,41,47,34,27,60,6,23,9,40,16,40,14,55,4,6,47,22,60,13,12,9,16,21,41,55,8,4,3,50,15,62,22,18,87,14,28,29,90,34,53,13,30,8,68,82,30,46,66,5,56,16,10,94,66,34,9,30,9,87,68,73,27,43,2274,3,1
2024-11-10 04:00:00,33,10,9,8,39,44,26,24,57,7,20,8,36,13,34,12,56,3,6,44,17,54,12,8,7,13,21,38,46,9,4,3,47,13,52,19,15,83,13,24,26,86,33,54,13,30,8,60,84,28,42,58,4,53,14,9,95,66,31,9,33,8,83,61,64,27,40,2106,4,1
2024-11-10 05:00:00,27,9,7,8,34,34,19,19,51,6,18,8,32,11,28,11,51,3,5,39,19,48,11,8,7,9,18,29,34,8,3,2,42,13,43,16,14,74,12,24,22,78,28,45,12,32,7,52,71,26,36,48,4,44,12,8,88,58,30,9,31,7,75,55,54,25,39,1850,5,1
2024-11-10 06:00:00,24,7,6,8,28,30,14,17,43,6,13,12,27,12,27,12,50,3,6,32,20,41,13,5,5,8,29,24,25,15,3,4,28,16,35,15,12,69,11,24,19,74,22,37,13,34,6,46,66,21,31,40,4,38,11,6,77,55,31,9,31,5,67,46,48,21,32,1669,6,1
2024-11-10 07:00:00,22,7,6,9,25,23,11,15,38,8,11,19,26,15,25,16,50,4,9,29,27,41,15,6,5,6,40,18,23,23,3,6,22,23,31,16,10,67,10,23,16,54,20,32,14,40,5,39,59,20,29,34,4,35,10,6,71,51,36,7,29,4,56,39,40,19,29,1581,7,1
2024-11-10 08:00:00,21,7,6,10,22,23,9,14,35,9,9,25,21,19,30,24,51,3,11,28,31,40,16,7,5,5,54,15,16,26,3,8,19,29,30,20,10,69,10,26,15,49,19,28,21,46,5,38,56,20,28,31,4,30,10,6,65,43,40,7,29,4,49,36,39,17,25,1576,8,1
2024-11-10 09:00:00,22,8,8,12,19,23,8,14,34,10,9,35,23,22,30,29,53,4,14,27,35,40,17,7,8,6,61,16,14,22,3,7,22,34,30,23,10,68,10,26,14,45,19,27,25,47,5,38,54,19,28,31,4,30,10,6,62,41,47,6,28,4,47,36,38,16,27,1617,9,1
2024-11-10 10:00:00,24,10,10,15,20,26,9,14,36,11,9,49,26,26,35,38,54,4,17,28,42,46,22,9,8,5,72,18,16,16,3,7,29,30,32,25,10,69,11,24,15,45,19,26,23,48,5,40,54,19,27,32,4,31,11,6,58,38,57,6,28,4,48,35,40,16,27,1717,10,1
2024-11-10 11:00:00,26,11,11,15,21,27,10,16,35,12,10,53,26,30,36,41,55,5,15,29,42,48,21,10,9,6,79,19,16,13,3,6,33,29,33,26,12,66,11,24,14,43,20,26,21,43,5,46,53,19,27,35,4,31,11,7,59,37,60,6,26,4,49,33,39,17,27,1752,11,1
2024-11-10 12:00:00,27,12,10,14,23,28,11,19,37,11,12,34,31,29,39,44,53,5,14,32,42,58,20,10,9,8,65,26,19,17,5,6,46,30,33,27,13,73,13,24,15,44,25,28,22,45,6,50,54,24,30,41,4,37,12,8,60,40,54,8,29,5,60,36,45,19,29,1859,12,1
2024-11-10 13:00:00,27,11,10,12,26,30,12,20,40,12,14,23,35,24,46,37,50,5,13,34,41,57,21,10,11,11,48,34,21,22,6,8,64,28,34,26,15,73,14,24,17,49,28,31,23,43,6,59,58,28,33,48,4,42,14,9,60,44,48,8,28,5,56,39,47,21,33,1930,13,1
2024-11-10 14:00:00,29,11,9,12,31,34,16,22,43,12,19,21,39,23,51,28,51,5,13,37,36,57,20,12,11,13,43,43,24,23,7,9,71,27,36,28,18,79,14,25,18,51,34,33,25,41,6,68,61,32,35,56,5,45,15,9,62,44,46,8,28,6,62,43,53,22,35,2045,14,1
2024-11-10 15:00:00,35,12,11,13,33,37,21,24,50,12,24,21,47,23,61,26,54,5,16,39,42,60,22,13,13,17,51,50,29,24,9,11,78,24,44,28,19,81,15,26,20,56,32,33,23,45,6,72,62,36,39,62,5,53,17,12,68,47,50,8,27,7,67,46,57,22,40,2232,15,1
2024-11-10 16:00:00,46,16,13,15,37,45,26,27,55,13,26,29,55,28,66,28,61,7,19,41,48,68,28,16,17,22,61,56,36,19,8,11,72,25,49,30,19,80,14,29,21,62,33,32,22,48,7,73,63,38,42,68,5,63,19,12,67,53,58,7,27,7,69,48,62,24,42,2433,16,1
2024-11-10 17:00:00,55,17,16,16,43,52,32,30,62,14,41,35,59,33,73,29,68,7,20,43,51,71,30,18,20,23,61,64,43,17,7,9,67,24,54,29,20,85,14,30,22,62,33,36,17,50,7,79,65,36,44,72,5,67,20,13,73,60,63,8,26,7,70,49,69,25,44,2604,17,1
2024-11-10 18:00:00,56,17,16,14,49,57,34,32,65,13,29,31,60,34,73,31,66,7,17,47,42,76,30,20,20,24,66,68,50,13,7,8,59,24,65,33,21,90,15,30,23,66,33,41,16,52,7,83,63,36,44,78,5,75,21,14,71,61,56,8,25,7,72,52,71,27,47,2663,18,1
2024-11-10 19:00:00,53,16,14,15,47,56,36,34,66,10,28,25,58,32,81,29,60,6,14,49,41,72,25,19,20,28,54,67,50,11,6,7,55,24,65,32,22,89,15,33,26,68,37,42,15,55,7,84,63,33,49,84,6,73,21,14,79,63,61,8,24,7,77,54,73,26,48,2661,19,1
2024-11-10 20:00:00,49,14,14,14,46,57,32,31,70,7,26,19,61,31,83,25,57,6,10,50,34,69,22,18,20,27,52,73,54,10,6,6,52,22,68,33,22,95,14,32,26,68,32,41,15,57,7,85,63,31,49,82,6,76,20,13,76,61,57,7,24,9,74,53,84,26,49,2622,20,1
2024-11-10 21:00:00,58,14,15,14,51,71,35,32,73,7,27,17,66,32,97,23,59,5,10,51,30,71,23,21,22,31,51,84,57,10,6,5,53,20,73,34,22,94,15,31,26,77,34,48,14,56,8,86,65,32,52,84,6,89,22,16,79,74,56,8,23,8,81,52,92,30,53,2781,21,1
2024-11-10 22:00:00,73,16,18,16,60,89,40,35,95,6,34,18,78,36,100,22,65,7,10,57,32,82,24,26,25,36,54,100,69,10,7,5,57,19,80,31,25,96,16,32,29,82,36,47,14,53,8,96,71,37,60,92,7,96,26,19,87,85,63,10,24,9,89,61,96,34,58,3090,22,1
2024-11-10 23:00:00,74,15,18,17,60,100,41,36,99,7,36,16,81,33,91,20,72,6,8,55,28,87,24,27,23,39,49,93,72,9,6,5,63,18,86,32,26,100,17,30,31,91,40,54,15,42,9,100,75,38,60,100,7,99,27,19,88,89,65,10,24,10,94,63,100,35,59,3163,23,1
2024-11-11 00:00:00,62,14,17,14,58,85,41,33,88,6,32,13,59,28,76,18,68,6,8,52,27,76,21,24,18,35,40,76,68,9,6,4,61,16,80,28,23,89,15,28,30,94,38,56,14,34,9,90,75,38,57,92,7,79,23,16,91,83,55,11,24,10,92,60,95,32,55,2882,0,0
2024-11-11 01:00:00,47,12,13,12,54,70,37,31,78,6,29,11,53,24,63,16,73,5,7,53,21,67,21,16,14,28,32,57,57,8,6,4,55,15,73,26,21,87,24,26,30,92,34,51,13,31,8,83,78,37,54,80,7,68,19,12,88,75,45,10,26,10,92,60,86,30,54,2625,1,0
2024-11-11 02:00:00,38,10,11,10,44,54,30,26,63,6,23,8,43,17,48,14,80,4,6,53,16,50,13,13,10,18,26,47,48,7,5,3,47,13,58,21,19,85,25,26,27,88,31,50,12,30,8,72,78,32,46,66,6,56,16,10,84,67,38,9,26,10,91,60,78,29,45,2303,2,0
2024-11-11 03:00:00,27,9,9,8,38,41,23,22,50,6,19,7,36,14,37,11,79,3,5,47,14,49,11,8,8,16,19,35,38,7,4,2,43,12,47,17,16,79,13,24,25,76,28,45,11,29,7,61,76,29,41,56,5,47,13,8,80,60,33,9,25,9,81,56,68,28,41,2000,3,0
2024-11-11 04:00:00,23,8,7,7,34,34,18,20,47,6,16,6,30,12,28,9,69,3,5,42,12,37,9,6,6,12,16,31,36,6,3,2,36,10,39,14,14,79,11,23,22,73,27,48,12,28,7,53,75,28,34,50,5,44,13,7,77,59,28,9,25,8,80,52,60,23,40,1813,4,0
2024-11-11 05:00:00,19,7,6,7,29,26,14,17,43,5,13,7,23,10,26,8,60,3,4,38,16,37,9,5,5,8,16,25,26,6,2,2,29,11,33,13,12,70,10,21,20,66,23,38,10,31,6,45,64,22,31,40,4,35,10,6,68,53,26,11,30,6,72,46,50,21,33,1588,5,0
2024-11-11 06:00:00,15,6,5,7,24,19,9,13,35,5,10,9,22,10,17,8,49,3,5,30,15,31,8,4,5,6,20,17,18,6,2,2,22,11,24,11,9,62,9,20,17,51,17,31,12,35,5,35,58,18,24,31,3,30,8,5,56,48,27,8,24,5,58,37,42,17,25,1330,6,0
2024-11-11 07:00:00,15,6,4,7,22,19,7,14,34,6,9,12,22,12,17,11,45,3,6,31,17,31,9,5,6,5,23,17,15,9,2,3,17,13,22,11,8,63,8,22,16,47,17,25,12,39,5,30,54,17,23,29,3,27,8,5,57,43,29,7,21,4,52,34,39,17,26,1294,7,0
