,date,pizza,burger,sushi,pasta,salad,steak,tacos,sandwich,noodles,omelette,burrito,risotto,dumplings,ravioli,lasagna,paella,curry,falafel,quiche,wrap,gyros,shawarma,bruschetta,calzone,fajitas,enchiladas,gnocchi,meatballs,wings,pancakes,waffles,crepes,donuts,tiramisu,cheesecake,brownie,bread,apple,banana,orange,grape,strawberry,blueberry,pineapple,kiwi,mango,pear,bread.1,milk,eggs,butter,cheese,yogurt,chicken,beef,pork,fish,rice,pasta.1,vegetables,fruits,cereal,sugar,salt,pepper,olive oil,vinegar,total,hour,is_holiday,Unnamed: 0
164,2024-10-30 15:00:00,32,10,10,12,36,34,22,30,44,8,23,21,31,21,39,23,46,5,11,38,41,57,18,10,13,17,50,37,33,9,4,5,64,26,40,30,13,83,12,29,21,58,24,29,11,39,10,57,56,26,34,51,5,43,12,6,62,44,48,7,25,7,71,48,61,19,30,1991,15,0,164.0
165,2024-10-30 16:00:00,38,12,11,14,42,37,25,34,48,9,26,27,39,26,45,27,52,6,15,38,47,63,23,14,17,18,59,44,37,8,4,6,61,27,43,32,14,85,12,31,20,58,23,30,12,40,11,59,59,25,37,56,5,51,13,8,68,49,58,7,25,8,74,46,74,21,34,2187,16,0,165.0
166,2024-10-30 17:00:00,41,12,12,15,43,42,28,33,50,10,25,35,39,29,47,28,58,6,18,38,46,63,24,15,20,22,68,52,37,9,4,5,58,27,47,34,15,87,12,32,22,61,24,30,12,41,11,62,61,27,37,59,5,54,15,8,69,51,62,7,23,8,79,51,77,21,37,2300,17,0,166.0
167,2024-10-30 18:00:00,41,12,12,15,42,42,29,30,50,11,23,33,39,29,44,30,55,5,15,37,41,59,25,14,20,23,60,46,40,7,5,5,60,26,49,32,13,85,12,30,22,62,26,33,13,43,10,57,62,26,39,60,5,53,14,8,67,50,60,8,23,8,81,52,78,21,35,2262,18,0,167.0
168,2024-10-30 19:00:00,39,12,12,13,42,42,28,33,50,10,22,24,36,34,50,33,53,5,11,42,43,55,20,0,19,23,56,46,41,8,5,5,65,27,51,33,15,88,12,29,23,67,25,35,14,44,10,62,61,26,39,65,4,51,15,9,68,52,54,7,21,9,80,55,82,28,35,2273,19,0,168.0
0,2024-11-04 07:00:00,14,5,5,7,23,18,6,13,31,6,8,12,19,12,18,12,39,3,6,27,20,28,9,5,5,6,27,17,15,5,1,2,15,11,20,11,8,60,7,26,13,42,16,23,11,36,4,29,51,15,21,25,3,26,7,4,53,40,29,6,21,4,48,29,37,16,21,1212,7,0,
1,2024-11-04 08:00:00,14,6,5,8,19,17,5,13,30,6,7,14,16,12,14,13,39,3,7,23,19,31,11,4,5,4,31,14,12,5,1,2,13,12,19,10,7,61,8,29,12,39,15,22,12,37,4,26,48,13,19,24,3,24,7,4,47,34,30,6,22,3,44,29,33,13,21,1160,8,0,
2,2024-11-04 09:00:00,14,6,5,9,18,17,5,14,28,7,7,19,17,14,17,15,39,4,9,25,25,29,12,5,5,5,35,12,12,5,1,2,17,13,19,12,7,63,8,29,12,38,15,21,12,37,4,28,44,14,19,24,3,23,7,4,45,32,33,5,20,3,41,29,32,13,19,1182,9,0,
3,2024-11-04 10:00:00,17,7,7,10,18,17,7,15,29,8,8,37,17,18,22,17,45,4,15,25,29,35,13,7,6,5,48,14,12,5,1,3,21,37,33,13,7,64,9,27,13,36,15,21,12,37,4,29,46,14,19,24,3,23,7,4,43,33,41,5,21,4,43,28,31,13,22,1323,10,0,
4,2024-11-04 11:00:00,17,8,7,11,20,19,8,16,31,9,9,26,17,19,20,19,43,5,11,29,28,39,12,7,7,6,48,16,15,6,2,2,26,15,20,13,8,64,9,25,14,35,16,23,12,39,4,32,47,16,20,27,3,24,8,4,46,32,44,6,22,4,44,30,33,15,23,1335,11,0,
5,2024-11-04 12:00:00,16,8,6,11,21,20,7,18,32,8,10,20,19,18,24,19,43,4,9,30,28,44,12,8,7,6,41,19,15,7,3,2,34,15,22,14,10,62,11,26,14,40,18,23,13,37,5,37,48,19,23,30,3,28,8,4,49,35,45,7,22,5,50,32,39,15,26,1404,12,0,
6,2024-11-04 13:00:00,17,7,6,10,21,21,8,18,34,8,12,15,20,15,27,18,42,4,9,32,26,42,13,7,8,8,36,22,17,7,3,3,41,15,23,17,11,67,11,27,16,42,20,24,14,35,6,41,49,20,26,37,4,30,9,5,51,35,38,7,23,5,54,35,42,15,24,1455,13,0,
7,2024-11-04 14:00:00,19,7,6,11,25,24,11,21,34,8,16,17,24,16,32,17,45,4,11,35,26,45,14,7,9,10,37,28,20,9,3,3,43,15,24,18,12,74,11,29,17,48,23,28,13,35,8,45,51,24,27,37,4,33,10,5,53,38,42,7,23,6,60,39,45,17,27,1585,14,0,
8,2024-11-04 15:00:00,24,9,7,12,30,29,15,23,41,8,18,21,29,20,38,19,53,5,13,38,34,50,17,8,12,15,46,35,23,9,4,4,47,17,30,18,13,77,12,30,21,50,24,30,13,37,9,51,54,25,30,47,5,40,12,7,60,42,49,8,23,7,64,45,49,17,30,1802,15,0,
9,2024-11-04 16:00:00,30,10,10,15,36,33,20,27,48,10,25,30,36,23,46,21,59,6,18,42,41,55,21,10,15,19,63,44,27,8,4,5,46,16,31,21,14,79,11,32,18,52,24,30,13,38,10,55,56,25,31,51,5,49,14,8,62,46,59,8,23,7,65,47,57,19,32,2011,16,0,
10,2024-11-04 17:00:00,36,11,11,16,44,39,24,30,56,13,27,41,39,27,49,25,69,7,25,44,49,62,26,14,20,21,71,51,31,8,4,5,46,18,36,23,16,80,12,33,22,56,25,32,13,39,10,62,57,26,36,60,5,57,15,9,66,51,62,8,22,7,69,49,64,21,37,2239,17,0,
11,2024-11-04 18:00:00,35,12,11,16,42,41,25,31,57,13,25,39,41,30,53,27,68,6,19,44,42,63,23,15,19,21,64,49,32,7,4,5,43,17,38,24,16,84,12,32,22,57,25,34,13,42,10,62,55,27,38,57,5,58,16,8,65,52,62,8,22,8,69,51,64,21,36,2232,18,0,
12,2024-11-04 19:00:00,37,11,11,14,41,43,25,32,53,10,26,26,41,26,53,24,60,6,13,47,36,59,21,12,19,23,58,50,33,7,4,4,45,18,39,24,16,84,13,32,24,61,26,35,13,44,10,60,54,25,36,58,5,58,16,9,66,52,55,8,21,9,69,52,64,21,36,2183,19,0,
13,2024-11-04 20:00:00,35,11,11,15,41,46,26,31,60,7,27,19,44,26,58,23,58,5,10,48,33,56,19,15,19,25,49,63,36,8,5,4,46,17,43,26,17,87,13,33,23,68,27,38,15,47,10,65,61,29,40,64,6,62,17,11,70,57,58,8,20,9,73,52,74,23,39,2281,20,0,
14,2024-11-04 21:00:00,40,11,11,14,46,55,28,30,67,7,26,17,52,32,68,21,59,6,10,51,31,61,19,14,22,32,49,78,41,8,5,4,49,15,47,27,18,91,13,30,25,72,30,41,14,49,10,70,61,28,41,70,6,76,20,13,71,65,53,9,22,9,78,56,75,24,43,2436,21,0,
15,2024-11-04 22:00:00,49,12,13,17,58,76,32,33,80,6,30,17,62,33,81,19,70,5,10,52,33,73,18,19,26,36,51,93,51,9,5,4,50,13,54,25,20,92,14,31,27,77,31,45,13,43,9,79,66,33,48,82,6,95,24,18,86,79,67,9,22,10,81,61,83,31,48,2745,22,0,
16,2024-11-04 23:00:00,54,12,13,16,61,77,35,33,90,6,33,15,63,31,85,17,73,5,9,51,31,74,21,17,25,38,50,94,57,8,6,4,54,13,54,24,21,86,15,30,30,78,33,47,13,35,8,80,69,37,51,83,7,100,25,17,83,85,63,10,24,10,85,58,88,34,51,2805,23,0,
17,2024-11-05 00:00:00,46,11,11,14,57,69,33,32,81,6,29,12,55,26,69,14,70,5,8,49,29,64,17,14,21,37,41,80,52,8,5,3,50,14,51,24,21,87,15,27,27,82,31,48,12,30,8,82,72,34,51,77,6,83,21,15,83,76,54,10,24,11,84,58,80,28,49,2593,0,0,
18,2024-11-05 01:00:00,36,9,10,12,51,58,31,31,69,7,27,10,49,23,54,13,72,4,7,47,22,62,15,11,15,30,30,61,46,7,5,3,47,11,49,22,18,81,15,25,27,80,30,47,12,27,7,71,73,33,46,71,6,68,18,12,77,77,47,9,24,11,83,58,73,28,46,2356,1,0,
19,2024-11-05 02:00:00,30,8,9,9,42,51,26,27,64,6,23,8,38,17,45,11,73,4,5,47,16,50,13,10,11,23,24,49,38,6,4,2,45,10,44,19,17,83,13,24,25,83,30,45,11,27,7,66,71,29,44,61,6,57,15,10,79,65,37,9,23,11,83,53,66,24,41,2122,2,0,
20,2024-11-05 03:00:00,24,8,7,8,37,37,21,23,49,6,20,7,34,13,36,10,59,3,5,46,17,45,13,8,8,17,18,35,34,6,3,2,42,10,39,15,13,80,12,24,25,74,27,46,11,28,7,52,71,27,39,54,5,46,13,8,73,61,32,9,24,9,77,53,62,23,40,1890,3,0,
21,2024-11-05 04:00:00,19,7,6,7,31,31,17,18,47,6,16,6,27,11,26,9,48,3,4,37,15,37,8,5,6,12,14,29,27,5,3,2,37,9,32,13,12,70,10,22,22,62,24,39,10,26,6,46,68,25,32,43,4,39,11,6,68,55,26,8,24,8,72,47,51,22,36,1624,4,0,
22,2024-11-05 05:00:00,16,6,5,6,27,23,12,16,35,6,13,8,23,9,21,8,44,2,5,32,15,34,9,5,4,9,18,22,21,5,2,1,24,10,27,11,10,63,9,21,18,58,20,33,10,29,5,37,60,17,26,35,4,31,9,5,60,47,25,8,23,6,64,39,43,18,30,1397,5,0,
23,2024-11-05 06:00:00,15,5,5,7,24,19,8,14,33,6,9,10,20,9,17,10,39,2,5,29,15,29,8,4,4,6,20,16,17,5,2,2,18,10,22,10,8,64,8,23,15,52,17,29,12,31,5,32,52,16,23,27,3,27,8,4,56,43,26,8,22,5,55,33,38,15,26,1257,6,0,
24,2024-11-05 07:00:00,15,5,4,7,21,16,6,25,31,6,8,13,17,11,15,10,38,3,6,26,21,28,9,5,4,4,26,15,14,5,1,2,16,12,20,10,7,58,7,26,14,42,15,24,11,35,4,28,49,15,20,25,3,25,7,4,49,37,29,6,21,4,48,31,34,14,22,1189,7,0,
25,2024-11-05 08:00:00,16,6,5,8,18,18,6,12,27,6,8,16,17,11,16,14,40,3,7,25,21,31,10,5,4,5,32,13,13,5,1,2,15,13,19,11,7,59,8,29,13,40,14,22,13,37,4,28,47,14,19,23,3,23,7,4,47,36,32,6,21,3,47,30,35,13,20,1183,8,0,
26,2024-11-05 09:00:00,18,7,6,9,17,18,9,18,26,6,9,18,17,13,16,15,39,4,9,26,29,37,11,6,5,4,40,13,13,5,2,2,20,14,19,12,7,60,8,29,13,38,15,22,13,37,4,28,45,14,19,24,3,24,6,3,45,34,36,6,20,3,42,30,33,13,20,1226,9,0,
27,2024-11-05 10:00:00,18,8,7,10,18,18,7,15,30,7,8,24,15,16,17,18,40,4,10,28,30,39,13,7,6,5,44,13,13,5,2,2,24,15,19,14,7,60,9,29,13,38,15,22,13,39,4,28,46,14,19,25,3,23,7,4,47,32,41,6,21,4,43,28,33,13,21,1276,10,0,
28,2024-11-05 11:00:00,19,8,8,11,19,19,10,17,30,9,10,25,18,19,20,19,43,5,10,28,30,47,15,8,7,6,46,15,15,6,2,2,32,15,20,15,8,59,9,26,13,41,16,22,13,38,4,31,44,15,20,26,3,25,7,4,46,34,45,6,22,4,43,30,37,14,20,1353,11,0,
29,2024-11-05 12:00:00,17,7,7,11,22,19,7,18,33,8,11,20,19,18,22,19,42,5,9,29,28,43,14,8,8,6,39,18,14,7,3,3,40,15,22,15,9,61,10,26,14,41,18,23,14,36,5,35,47,18,23,31,3,28,8,4,45,35,45,6,22,5,47,31,38,14,23,1391,12,0,
30,2024-11-05 13:00:00,17,7,6,10,21,20,9,17,30,7,12,15,20,15,26,17,41,4,8,28,23,42,13,8,8,7,34,21,16,8,3,3,49,16,23,17,10,64,10,27,15,41,19,26,13,36,6,40,48,20,23,32,4,28,8,4,48,35,38,7,22,5,52,34,39,14,24,1413,13,0,
31,2024-11-05 14:00:00,20,8,6,10,24,22,12,20,33,8,17,15,22,16,30,17,42,4,9,33,27,44,14,7,9,10,35,26,19,8,3,3,53,14,24,19,11,70,11,28,16,46,21,26,13,36,8,43,51,22,25,37,4,32,9,5,51,39,41,7,23,5,58,41,43,16,27,1548,14,0,
32,2024-11-05 15:00:00,25,9,8,12,26,26,16,23,37,8,20,20,27,19,36,19,50,5,12,35,34,47,16,8,12,12,46,31,22,8,4,4,51,15,27,19,12,71,11,29,17,48,22,27,14,36,7,48,51,24,29,42,4,37,10,6,55,39,45,7,22,6,62,43,48,17,26,1704,15,0,
33,2024-11-05 16:00:00,33,11,10,14,33,32,21,26,46,10,23,29,37,22,43,20,57,6,16,40,41,59,21,11,15,17,56,41,27,7,4,4,50,18,31,21,14,73,11,31,19,54,23,30,13,37,8,53,53,24,30,46,5,45,12,7,62,46,55,7,24,6,60,45,52,19,31,1947,16,0,
34,2024-11-05 17:00:00,38,11,11,15,40,37,25,29,53,11,26,37,40,24,47,23,60,7,21,40,43,59,24,12,19,20,64,45,32,8,4,4,48,17,35,22,15,74,11,32,20,55,23,31,13,40,8,56,55,24,34,54,5,52,14,8,61,50,60,7,22,7,68,44,58,20,30,2102,17,0,
35,2024-11-05 18:00:00,39,12,11,14,36,40,28,29,53,11,26,33,39,27,48,24,57,6,17,43,43,60,23,13,19,21,57,48,31,7,4,4,47,19,38,23,15,79,12,31,20,57,25,32,13,39,9,59,56,24,33,57,5,50,14,8,63,51,56,7,21,7,63,44,59,21,32,2112,18,0,
36,2024-11-05 19:00:00,35,11,10,13,36,38,26,28,51,9,24,25,36,24,43,21,54,6,14,43,36,56,20,14,17,22,51,44,31,7,4,4,46,18,38,24,15,77,11,32,20,58,24,31,13,42,9,57,49,24,34,57,5,53,13,8,60,45,50,7,20,7,64,47,59,20,32,2022,19,0,
37,2024-11-05 20:00:00,35,10,10,12,35,41,25,26,51,6,24,15,38,23,46,18,45,5,10,44,28,51,17,14,17,23,42,49,32,7,4,3,46,26,41,24,15,76,11,32,22,60,24,34,12,42,8,58,51,24,35,57,5,53,14,9,59,49,46,7,20,7,65,49,59,19,32,1997,20,0,
38,2024-11-05 21:00:00,42,11,11,12,40,48,29,27,57,6,24,14,43,24,60,18,47,5,9,47,25,59,19,15,19,26,39,67,40,7,4,3,47,23,43,24,16,79,12,31,23,63,23,38,13,46,8,61,55,26,38,62,5,61,17,11,63,55,48,7,20,8,66,50,63,21,36,2159,21,0,
39,2024-11-05 22:00:00,54,12,12,13,46,63,37,28,70,6,30,15,52,29,73,16,52,5,9,46,30,65,18,16,24,34,41,82,50,7,4,3,52,15,47,24,17,78,13,29,24,70,25,41,11,41,7,67,56,29,44,70,6,82,19,15,66,66,53,8,20,8,73,54,70,26,42,2410,22,0,
40,2024-11-05 23:00:00,58,11,13,13,50,72,37,31,77,6,33,13,54,28,67,15,54,5,8,44,26,65,17,19,24,36,38,80,55,7,5,3,51,12,49,24,19,78,14,27,26,66,29,44,12,32,7,74,61,30,45,75,6,83,20,16,69,76,52,8,22,9,78,53,73,26,41,2471,23,0,
41,2024-11-06 00:00:00,45,10,11,11,44,60,35,28,67,6,27,10,46,22,59,12,48,4,6,41,21,59,14,16,18,31,30,63,51,6,5,3,45,10,46,22,18,70,13,25,23,68,27,41,11,26,6,68,58,28,41,66,5,66,17,13,65,66,44,8,21,9,70,47,65,24,40,2181,0,0,
42,2024-11-06 01:00:00,37,8,9,9,38,47,29,25,55,5,24,7,39,17,42,10,44,4,5,39,16,51,11,10,13,23,24,47,40,6,4,3,39,10,40,19,15,67,11,23,22,66,25,41,10,24,6,57,57,25,38,57,5,54,15,9,64,57,35,7,21,8,66,45,57,21,36,1893,1,0,
43,2024-11-06 02:00:00,26,7,7,7,32,36,23,21,48,5,20,6,29,13,34,9,38,3,4,37,11,45,10,10,8,17,17,35,33,5,3,2,33,9,36,16,13,63,10,21,21,63,22,34,9,21,6,51,59,24,34,50,5,42,11,7,58,53,28,7,21,8,68,42,45,19,33,1643,2,0,
44,2024-11-06 03:00:00,18,6,6,6,27,29,17,17,39,4,14,5,23,11,24,7,35,3,4,32,9,35,8,5,6,13,13,27,27,4,3,1,29,8,29,13,11,62,9,18,18,53,21,33,8,20,5,42,55,21,28,42,4,35,10,6,56,45,23,6,18,7,63,39,45,16,31,1407,3,0,
45,2024-11-06 04:00:00,15,5,5,5,24,23,13,13,34,4,11,5,19,8,19,7,32,3,3,28,9,30,7,5,4,10,13,20,22,4,2,1,22,7,25,11,9,53,8,18,15,48,17,29,8,20,5,35,51,17,24,34,3,28,8,4,51,41,20,6,18,5,56,35,37,14,27,1212,4,0,
46,2024-11-06 05:00:00,13,5,4,5,21,18,10,12,29,4,9,6,16,7,15,7,32,3,4,25,11,27,7,4,4,6,12,16,18,4,1,1,20,7,21,8,7,49,7,18,13,44,15,26,8,23,4,28,46,15,20,29,3,25,7,4,48,36,19,6,18,4,49,31,33,15,22,1084,5,0,
47,2024-11-06 06:00:00,12,4,4,5,19,15,6,11,27,5,8,8,14,8,14,7,30,3,4,23,13,25,7,4,3,5,17,13,14,5,1,1,15,8,17,8,7,48,6,21,12,37,13,23,9,27,4,25,42,13,18,23,2,23,6,3,44,34,21,6,19,3,45,27,31,11,19,1005,6,0,
48,2024-11-06 07:00:00,12,4,4,6,16,14,5,11,23,5,6,10,14,9,14,10,32,3,6,24,13,28,9,8,4,4,21,11,13,5,1,1,13,10,17,9,6,50,6,24,11,34,13,20,10,30,3,23,40,12,16,21,2,21,6,3,41,31,23,5,17,3,40,24,28,12,17,987,7,0,
49,2024-11-06 08:00:00,13,5,4,7,16,14,5,12,26,5,7,13,14,10,13,13,33,3,7,24,16,27,10,4,4,5,30,11,12,5,1,2,14,13,17,11,6,52,6,27,12,33,13,18,12,33,3,23,40,12,16,21,2,20,5,3,41,29,27,5,17,3,39,25,28,11,18,1026,8,0,
50,2024-11-06 09:00:00,14,6,5,7,15,15,5,12,25,6,7,17,13,13,14,14,34,4,9,24,20,32,12,5,5,4,33,11,13,4,1,2,16,14,17,12,6,52,7,26,11,33,12,20,12,33,4,23,41,12,16,22,2,22,6,3,39,29,29,5,19,3,39,25,29,12,18,1070,9,0,
51,2024-11-06 10:00:00,16,7,6,9,16,15,7,13,25,7,8,23,14,14,15,16,36,4,10,25,25,33,12,5,6,4,38,11,16,5,2,2,23,14,17,12,7,53,7,26,12,32,13,20,12,33,4,26,40,12,17,22,2,21,6,3,38,28,35,5,19,3,37,25,29,11,17,1126,10,0,
52,2024-11-06 11:00:00,16,8,7,11,16,17,8,14,26,8,8,23,14,17,17,16,38,4,10,26,28,35,13,7,6,4,45,12,18,5,2,2,25,15,18,14,8,53,8,24,12,32,13,20,11,34,4,29,39,13,17,24,3,23,6,3,39,29,42,5,19,3,38,25,30,11,19,1189,11,0,
53,2024-11-06 12:00:00,16,7,6,10,18,18,8,16,27,7,10,18,15,15,18,18,39,4,9,27,23,38,13,6,6,5,39,14,16,6,2,2,33,15,20,15,8,56,9,24,12,38,16,21,12,34,4,32,41,15,18,27,3,26,7,4,43,29,39,6,20,4,40,29,33,12,19,1240,12,0,
54,2024-11-06 13:00:00,16,7,6,9,19,17,8,16,28,7,12,15,17,14,21,15,39,4,8,28,24,40,11,7,7,7,33,18,17,7,3,3,42,15,23,16,10,60,10,25,14,38,17,23,11,33,7,37,43,19,21,32,3,26,7,4,45,32,36,6,22,5,45,32,34,13,23,1312,13,0,
55,2024-11-06 14:00:00,18,7,6,9,21,20,10,18,31,7,15,15,19,15,25,16,41,4,10,31,26,45,13,7,9,10,34,22,18,7,3,3,44,16,23,18,10,64,10,25,16,42,19,24,11,36,8,40,44,20,22,33,4,30,8,5,49,34,37,6,21,6,51,36,39,14,23,1423,14,0,
56,2024-11-06 15:00:00,25,9,7,11,26,25,14,19,33,8,20,19,25,16,31,18,46,5,12,34,32,46,15,9,11,12,44,28,21,8,3,4,44,17,27,18,12,69,10,28,16,45,22,26,12,35,9,46,47,21,26,39,4,35,9,5,54,37,43,6,21,6,54,39,46,15,25,1604,15,0,
57,2024-11-06 16:00:00,33,10,10,13,31,31,19,25,44,9,23,27,32,21,40,22,57,5,18,39,40,57,19,11,15,16,55,36,27,8,4,4,45,18,31,21,14,68,11,31,18,48,28,29,12,37,9,53,51,23,27,46,4,43,12,6,60,42,52,7,22,7,59,43,50,16,27,1871,16,0,
58,2024-11-06 17:00:00,37,11,11,14,35,34,23,28,48,11,25,35,35,24,42,23,62,6,21,39,44,58,23,12,18,20,59,39,30,7,4,4,40,21,34,22,14,70,11,32,19,57,23,29,13,38,10,56,52,24,30,50,5,48,12,7,60,45,55,7,21,7,60,44,56,17,28,1999,17,0,
59,2024-11-06 18:00:00,36,12,11,14,35,37,26,28,52,11,27,30,34,26,42,23,60,6,16,43,41,60,23,13,20,19,57,42,30,7,4,4,42,18,35,23,15,74,12,31,21,53,24,31,12,41,10,56,52,24,31,51,4,50,13,7,63,46,55,6,20,7,61,47,56,18,29,2027,18,0,
60,2024-11-06 19:00:00,33,11,11,13,32,37,26,28,49,8,26,22,36,22,41,22,54,6,12,41,34,56,19,13,16,20,46,43,30,7,4,4,39,20,37,25,15,76,11,32,20,57,22,33,14,48,9,59,51,23,31,50,5,46,13,8,61,45,51,6,19,7,63,48,58,17,30,1971,19,0,
61,2024-11-06 20:00:00,34,11,10,12,34,40,24,27,49,6,22,16,37,22,49,20,51,5,9,45,29,56,17,12,16,22,38,46,31,6,4,3,38,19,41,24,14,75,12,31,22,57,24,31,13,45,9,54,52,23,34,53,5,51,14,8,61,48,46,7,19,8,64,48,56,19,34,1962,20,0,
62,2024-11-06 21:00:00,41,10,11,12,38,44,26,28,56,6,24,13,41,24,55,19,52,5,8,45,26,59,17,14,17,25,37,57,38,7,4,3,40,19,44,24,16,79,13,29,23,63,27,35,12,46,8,62,52,25,36,60,5,60,15,10,63,52,48,7,19,8,67,48,63,19,33,2092,21,0,
63,2024-11-06 22:00:00,51,12,13,14,45,63,29,30,70,6,29,13,50,29,70,18,63,5,9,47,28,66,18,18,21,30,39,88,49,7,4,3,44,15,46,23,19,83,12,29,25,68,25,41,12,43,8,74,58,29,41,69,5,80,19,14,69,64,54,8,21,9,74,51,68,23,41,2401,22,0,
64,2024-11-06 23:00:00,54,12,14,14,50,73,35,29,78,5,33,12,57,27,66,16,73,5,8,48,27,75,20,19,24,33,39,79,59,8,5,3,49,13,52,25,21,84,14,28,26,73,29,43,11,37,8,81,65,33,46,77,6,80,20,15,76,70,54,9,24,10,81,56,74,26,44,2560,23,0,
65,2024-11-07 00:00:00,47,11,13,13,49,63,32,31,71,5,30,11,52,25,59,13,74,5,7,48,25,69,15,16,18,29,36,66,58,7,5,3,48,12,49,23,19,78,14,27,26,78,29,46,11,30,7,75,64,31,43,73,6,76,19,13,74,66,49,9,24,10,80,55,72,25,41,2408,0,0,
66,2024-11-07 01:00:00,36,10,12,11,43,55,30,29,65,5,27,9,43,18,45,13,83,4,6,44,18,55,13,11,14,26,26,50,56,7,5,4,44,11,46,20,18,78,13,24,25,74,27,46,11,26,7,68,66,29,39,63,6,61,16,10,73,62,43,9,24,10,79,52,65,26,40,2184,1,0,
67,2024-11-07 02:00:00,29,9,9,9,39,45,27,26,52,6,22,7,36,15,38,12,85,4,5,43,16,52,12,10,10,20,20,44,55,6,4,2,44,11,47,19,16,77,12,24,25,74,27,43,10,25,7,62,71,29,39,61,5,50,14,8,72,58,35,8,24,10,79,55,64,24,40,2038,2,0,
68,2024-11-07 03:00:00,25,8,7,7,35,37,21,22,46,5,20,7,32,12,31,12,92,3,5,59,13,46,10,8,7,16,17,36,48,5,3,2,39,10,39,15,14,75,11,22,23,68,26,43,10,25,7,55,70,27,36,50,5,43,12,7,70,54,29,8,24,9,80,53,57,21,38,1872,3,0,
69,2024-11-07 04:00:00,20,7,7,7,31,31,17,19,45,5,16,6,26,11,27,10,55,3,5,51,14,39,9,6,7,11,15,29,34,6,2,2,33,9,32,13,12,67,10,21,20,67,23,41,9,26,6,48,65,25,32,45,4,38,11,6,72,51,26,9,25,8,73,51,50,18,34,1653,4,0,
70,2024-11-07 05:00:00,16,6,5,6,25,23,12,17,33,5,12,8,21,11,19,8,47,2,4,44,13,35,9,5,5,8,18,21,24,5,2,1,24,10,27,12,10,59,9,21,18,63,19,34,10,29,5,38,60,20,26,35,3,31,9,5,62,46,23,8,24,6,63,41,42,17,27,1406,5,0,
71,2024-11-07 06:00:00,15,6,5,7,23,18,8,13,32,6,9,9,21,10,16,10,41,3,5,40,14,31,8,5,5,5,21,18,18,5,2,2,18,12,23,11,8,61,8,22,15,49,15,28,11,33,5,31,54,16,22,29,3,27,8,4,54,39,26,7,24,4,54,35,38,14,26,1265,6,0,
72,2024-11-07 07:00:00,15,6,5,7,20,18,7,13,31,5,8,12,17,12,16,13,41,3,6,41,18,33,9,5,4,5,26,16,15,5,2,2,16,13,21,12,7,58,7,25,15,45,15,23,11,37,4,28,48,15,20,25,3,25,7,4,48,37,29,6,22,4,49,31,33,14,20,1213,7,0,
73,2024-11-07 08:00:00,16,6,6,8,18,17,6,13,29,6,8,15,17,12,16,15,42,3,8,37,23,36,13,6,5,4,31,12,14,5,1,2,15,16,22,12,7,60,8,29,13,40,14,23,13,38,4,27,47,13,19,25,3,22,7,3,47,35,31,6,21,3,44,30,33,13,22,1215,8,0,
74,2024-11-07 09:00:00,17,7,6,9,18,17,6,14,28,7,8,18,16,14,16,15,42,4,9,37,27,37,12,5,5,4,35,12,14,5,1,2,18,17,21,14,7,58,8,29,12,38,15,22,13,39,4,28,45,14,19,25,3,22,7,4,45,31,35,6,21,3,42,29,32,13,19,1225,9,0,
75,2024-11-07 10:00:00,18,8,8,10,18,17,8,15,29,7,7,29,16,16,18,18,42,4,11,36,32,39,12,7,7,4,45,12,13,5,2,2,22,17,22,14,8,59,8,26,12,38,14,21,13,40,4,30,44,14,19,28,3,23,7,3,45,31,40,6,21,3,43,30,33,13,22,1291,10,0,
76,2024-11-07 11:00:00,19,9,8,12,19,19,8,17,32,8,9,26,17,18,19,21,47,5,10,38,31,45,14,7,8,6,50,14,15,6,2,2,28,18,22,16,9,59,9,25,14,37,15,22,14,39,4,35,45,17,20,28,3,24,7,4,45,31,46,6,21,4,45,29,33,12,21,1368,11,0,
77,2024-11-07 12:00:00,19,8,7,12,22,20,8,18,31,8,11,20,19,18,24,21,45,5,9,39,29,44,13,8,8,6,43,18,18,7,3,3,37,19,26,20,10,63,10,26,15,39,18,25,15,40,5,40,46,19,23,33,3,26,8,4,48,34,46,6,22,5,49,33,38,14,23,1452,12,0,
78,2024-11-07 13:00:00,19,8,6,10,22,21,9,19,31,7,14,16,20,17,26,19,45,4,9,46,28,44,14,8,8,8,38,23,19,7,3,3,46,19,26,18,12,68,11,25,16,43,20,24,17,37,7,46,49,21,25,37,4,29,8,5,51,34,40,7,24,6,57,36,43,14,25,1521,13,0,
79,2024-11-07 14:00:00,23,9,7,11,25,23,12,20,33,7,17,16,23,16,28,17,43,4,10,44,32,47,15,8,9,10,37,26,20,8,3,4,46,20,28,21,12,73,11,27,16,47,21,28,16,39,9,47,53,25,27,41,4,33,9,5,54,38,41,7,23,6,59,39,41,16,28,1617,14,0,
80,2024-11-07 15:00:00,27,9,9,11,28,27,15,23,39,8,21,19,29,18,36,19,49,5,12,46,35,51,18,9,12,14,45,30,24,8,4,4,48,19,30,22,13,74,11,29,18,50,22,31,16,37,9,51,53,25,29,44,4,38,11,6,57,41,44,7,21,7,64,43,48,17,28,1771,15,0,
81,2024-11-07 16:00:00,40,11,11,14,34,32,21,27,45,9,23,27,36,25,41,22,55,6,17,49,44,61,21,12,15,17,53,38,30,8,4,5,45,23,35,24,15,78,11,30,21,50,26,32,15,39,10,58,55,25,33,48,5,46,12,7,63,43,55,8,22,7,64,48,55,18,30,2009,16,0,
